name,val,err,flag
btagSFbc_2016,0.47667913743,0.989797287707,fitb
btagSFbc_2016,0.476040626689,0.989818465924,fits
btagSFbc_2017,-0.95415544853,0.864219613985,fitb
btagSFbc_2017,-0.950911475088,0.864337087575,fits
btagSFbc_2018,0.0243792635005,0.983438761836,fitb
btagSFbc_2018,0.0258749361578,0.983399125347,fits
btagSFbc_correlated,0.237133954012,0.766573785516,fitb
btagSFbc_correlated,0.238752834722,0.765934898131,fits
btagSFlight_2016,0.255989162323,0.995164463702,fitb
btagSFlight_2016,0.255511438201,0.99517824655,fits
btagSFlight_2017,0.145507373493,0.975344093249,fitb
btagSFlight_2017,0.142803009846,0.975262333884,fits
btagSFlight_2018,0.177069511244,0.974772306513,fitb
btagSFlight_2018,0.178073903674,0.974971730053,fits
btagSFlight_correlated,1.58949683173,0.878566690735,fitb
btagSFlight_correlated,1.58624423694,0.877696898292,fits
ew1,-0.156461416518,0.998376998625,fitb
ew1,-0.156643418883,0.998377697382,fits
ew2W,-0.244378258809,0.904918753168,fitb
ew2W,-0.241402223117,0.905078681122,fits
ew2Z,-0.0622527201376,0.949144611195,fitb
ew2Z,-0.069071664905,0.949188109929,fits
ew3W,-0.0679884919959,0.992916890235,fitb
ew3W,-0.0686295969492,0.992924128436,fits
ew3Z,-0.0453775907721,0.954737486224,fitb
ew3Z,-0.0422530817612,0.95477535266,fits
hbb_norm2016fail,-0.000233579832997,0.999977899623,fitb
hbb_norm2016fail,-0.000236862431912,0.999978228516,fits
hbb_norm2016pass,-0.0186083359231,0.996835459294,fitb
hbb_norm2016pass,-0.0185999529127,0.996804752395,fits
hbb_norm2017fail,0.00113939568383,1.00010392753,fitb
hbb_norm2017fail,0.00114328145797,1.00010477635,fits
hbb_norm2017pass,-0.112062928651,0.986341503209,fitb
hbb_norm2017pass,-0.112368204362,0.986370916979,fits
hbb_norm2018fail,-0.000111870941242,0.999990490826,fitb
hbb_norm2018fail,-0.000104239696158,0.999989766318,fits
hbb_norm2018pass,-0.140382554083,0.984889970576,fitb
hbb_norm2018pass,-0.140544078389,0.984877042659,fits
id_e2016,-0.194726791455,0.789915444758,fitb
id_e2016,-0.196171949676,0.789933249918,fits
id_e2017,-1.25174984716,0.557608279578,fitb
id_e2017,-1.25189661782,0.557666780775,fits
id_e2018,-0.414457045709,0.563976959135,fitb
id_e2018,-0.414390687214,0.564112330887,fits
id_mu2016,-0.639736677627,0.841864544867,fitb
id_mu2016,-0.641430075639,0.841857031194,fits
id_mu2017,0.205556911679,0.850976290064,fitb
id_mu2017,0.205862566388,0.851006022474,fits
id_mu2018,-3.03999560602,0.847108184775,fitb
id_mu2018,-3.0395840553,0.847397745924,fits
iso_mu2016,-0.639736676572,0.841864546644,fitb
iso_mu2016,-0.641430076172,0.841857030662,fits
iso_mu2017,0.205556913174,0.850976290741,fitb
iso_mu2017,0.205862566927,0.851006020913,fits
iso_mu2018,-3.03999561038,0.847108185789,fitb
iso_mu2018,-3.03958405579,0.847397745567,fits
jes2016,-0.686756819417,0.895101864867,fitb
jes2016,-0.684854940558,0.894661660018,fits
jes2017,-0.289104900536,0.895331042883,fitb
jes2017,-0.289309227876,0.895352005347,fits
jes2018,-1.76333032611,0.894953035415,fitb
jes2018,-1.76208902618,0.894875351003,fits
lumi2016,-0.173571163966,0.99355624008,fitb
lumi2016,-0.173362979587,0.99360060324,fits
lumi2017,-0.141471538488,0.974392412191,fitb
lumi2017,-0.144025152003,0.974397874415,fits
lumi2018,-0.665705244126,0.985556733485,fitb
lumi2018,-0.666543300205,0.98554702922,fits
lumi_1718,-0.132993590168,0.997475253806,fitb
lumi_1718,-0.133609196989,0.997475508092,fits
lumi_corr,-1.05235113253,0.967874132683,fitb
lumi_corr,-1.05595077918,0.967695051562,fits
met2016,0.17195194981,0.925742546018,fitb
met2016,0.172660719274,0.925716589154,fits
met2017,0.167528358144,0.876342418302,fitb
met2017,0.167826973505,0.876503513815,fits
met2018,0.707002702117,0.922670652044,fitb
met2018,0.702732793681,0.923141523362,fits
mix,-0.302184778198,0.947954411815,fitb
mix,-0.300613484359,0.947974433436,fits
prefiring2016,-0.173571165687,0.993556240198,fitb
