name,val,err,flag
prefiring2016,-0.173362979012,0.993600602554,fits
prefiring2017,-0.0733836537344,0.993596189681,fitb
prefiring2017,-0.0737267102699,0.993597448551,fits
pu2016,-0.173571165662,0.993556240573,fitb
pu2016,-0.173362979438,0.993600603662,fits
pu2017,-0.0733836566274,0.99359618898,fitb
pu2017,-0.0737267103414,0.993597448143,fits
pu2018,-0.448550084732,0.993574456797,fitb
pu2018,-0.443257787982,0.993569979503,fits
qcd1,-0.0694150966725,0.914344183671,fitb
qcd1,-0.0742362894616,0.914362196598,fits
qcd2,-1.66383283782,0.930885758917,fitb
qcd2,-1.66549556989,0.931224747632,fits
qcd3,-1.45813618401,0.857403126713,fitb
qcd3,-1.45824448303,0.857803774768,fits
qcde_norm2016fail,-0.108481507459,0.9149788862,fitb
qcde_norm2016fail,-0.108071718521,0.915671798462,fits
qcde_norm2016pass,0.0861235791244,1.02607892071,fitb
qcde_norm2016pass,0.0854740616107,1.02629850334,fits
qcde_norm2017fail,0.0164859667914,0.849430095137,fitb
qcde_norm2017fail,0.0178067357566,0.85889655313,fits
qcde_norm2017pass,-0.00195184477863,0.950997400083,fitb
qcde_norm2017pass,-0.00220056686809,0.951188975164,fits
qcde_norm2018fail,0.25377827187,0.921634707929,fitb
qcde_norm2018fail,0.252785927025,0.924565397705,fits
qcde_norm2018pass,0.296621728681,0.912719130248,fitb
qcde_norm2018pass,0.29680670351,0.91096609113,fits
qcdmu_norm2016fail,-0.902178504925,0.634704982178,fitb
qcdmu_norm2016fail,-0.901600422923,0.633524832456,fits
qcdmu_norm2016pass,-0.0559245368358,0.757548269496,fitb
qcdmu_norm2016pass,-0.0611541326671,0.761908022879,fits
qcdmu_norm2017fail,-0.582702206988,0.600912805159,fitb
qcdmu_norm2017fail,-0.58244035819,0.600120332494,fits
qcdmu_norm2017pass,-0.505315969208,0.690683994109,fitb
qcdmu_norm2017pass,-0.506653883423,0.692978897373,fits
qcdmu_norm2018fail,-1.63311976269,0.660603512098,fitb
qcdmu_norm2018fail,-1.63089586345,0.660141386261,fits
qcdmu_norm2018pass,-0.614221779198,0.706224459705,fitb
qcdmu_norm2018pass,-0.614999809917,0.709159882561,fits
qcdsig_norm2016fail,0.12026907408,0.971288136406,fitb
qcdsig_norm2016fail,0.117948277282,0.968480472707,fits
qcdsig_norm2016pass,-0.0727976357728,0.88763341373,fitb
qcdsig_norm2016pass,-0.0729394085552,0.883331951529,fits
qcdsig_norm2017fail,0.70233134306,0.695830362107,fitb
qcdsig_norm2017fail,0.70487754122,0.701687604804,fits
qcdsig_norm2017pass,1.46487005237,0.564364299457,fitb
qcdsig_norm2017pass,1.46684588406,0.565314245158,fits
qcdsig_norm2018fail,1.4424084932,0.681398133979,fitb
qcdsig_norm2018fail,1.44565800443,0.686954828301,fits
qcdsig_norm2018pass,0.542560640347,0.763633740614,fitb
qcdsig_norm2018pass,0.541692227359,0.76646623623,fits
reco_e2016,-0.125875953457,0.951265448322,fitb
reco_e2016,-0.123908539199,0.951269183169,fits
reco_e2017,-0.490434363204,0.959552788817,fitb
reco_e2017,-0.489740819337,0.959556373885,fits
reco_e2018,-0.145055367573,0.960170823042,fitb
reco_e2018,-0.144245204799,0.960179967061,fits
st_norm2016fail,-0.0346303750227,0.989202086794,fitb
st_norm2016fail,-0.0369895634175,0.989569260401,fits
st_norm2016pass,1.41748059301,0.976699950682,fitb
st_norm2016pass,1.4161122065,0.974311864693,fits
st_norm2017fail,0.128325245036,0.997235613765,fitb
st_norm2017fail,0.12949750009,0.997611724479,fits
st_norm2017pass,0.211638793946,0.94172577192,fitb
st_norm2017pass,0.206441950332,0.940253826469,fits
st_norm2018fail,-0.458599636019,0.97214134028,fitb
st_norm2018fail,-0.46198085468,0.972113552307,fits
st_norm2018pass,0.665399281873,0.960527942424,fitb
st_norm2018pass,0.66645893029,0.960480207244,fits
trig_e2016,-0.081290207629,0.950546869227,fitb
trig_e2016,-0.0794275628131,0.950550247977,fits
trig_e2017,-0.385133182912,0.959833350277,fitb
trig_e2017,-0.383002789537,0.959836805854,fits
trig_e2018,-0.139522975821,0.960328443828,fitb
trig_e2018,-0.13820651834,0.960337137055,fits
trig_met2016,-0.106483174226,0.797347919012,fitb
trig_met2016,-0.104221953593,0.797344076758,fits
trig_met2017,0.414614480653,0.956656970382,fitb
trig_met2017,0.415899550742,0.956661205669,fits
trig_met2018,-0.302216139022,0.956898593278,fitb
trig_met2018,-0.301861135537,0.956911623443,fits
tt_norm2016fail,-0.581534509672,0.769911297469,fitb
tt_norm2016fail,-0.577857000792,0.771233762887,fits
tt_norm2016pass,-2.38178199022,0.607259144459,fitb
tt_norm2016pass,-2.38242737316,0.607286999394,fits
tt_norm2017fail,-0.778921583407,0.779791424149,fitb
tt_norm2017fail,-0.779152382625,0.780262880702,fits
tt_norm2017pass,-0.863726735136,0.544303223838,fitb
tt_norm2017pass,-0.863403097075,0.544324483804,fits
tt_norm2018fail,-2.68298955024,0.757092406191,fitb
tt_norm2018fail,-2.68359616046,0.75535557512,fits
tt_norm2018pass,-1.32770391734,0.554351544309,fitb
tt_norm2018pass,-1.32800696849,0.554238983022,fits
veto_tau2016,-0.504526422062,0.941615893502,fitb
veto_tau2016,-0.508116400302,0.941627154485,fits
veto_tau2017,-0.222414071416,0.941988276264,fitb
veto_tau2017,-0.221374509561,0.941999844903,fits
veto_tau2018,-1.31448422505,0.941784612236,fitb
veto_tau2018,-1.31841055442,0.94174281414,fits
vv_norm2016fail,-0.823898813579,0.886054333964,fitb
vv_norm2016fail,-0.823416749529,0.888686038647,fits
vv_norm2016pass,0.285001408613,0.763162746823,fitb
vv_norm2016pass,0.286077381373,0.762985110357,fits
vv_norm2017fail,0.36211440222,0.938700279902,fitb
vv_norm2017fail,0.364021668206,0.938784535471,fits
vv_norm2017pass,-0.0629793631622,0.721763279842,fitb
vv_norm2017pass,-0.0635261010792,0.72104890443,fits
vv_norm2018fail,-0.454589811466,0.903824008697,fitb
vv_norm2018fail,-0.454497472347,0.907082770821,fits
vv_norm2018pass,-0.555089573803,0.816325740071,fitb
vv_norm2018pass,-0.553960125788,0.81536974402,fits
wjets_norm2016pass,1.3978227177,0.34814654545,fitb
wjets_norm2016pass,1.3984297643,0.348116246181,fits
wjets_norm2017pass,1.27254142138,0.342456510285,fitb
wjets_norm2017pass,1.27446166653,0.342394712522,fits
wjets_norm2018pass,1.36964206208,0.368599246356,fitb
wjets_norm2018pass,1.37146253992,0.368510761553,fits
zjets_norm2016fail,-0.126762732142,0.978647931314,fitb
zjets_norm2016fail,-0.126586329887,0.97966706611,fits
zjets_norm2016pass,0.000585183978528,0.999378718511,fitb
zjets_norm2016pass,0.000660207602343,0.999433839748,fits
zjets_norm2017fail,-0.138547863908,0.976477899324,fitb
zjets_norm2017fail,-0.139403209055,0.976396980605,fits
zjets_norm2017pass,0.111700595472,1.00854481503,fitb
zjets_norm2017pass,0.111277068269,1.00861434287,fits
zjets_norm2018fail,-0.712829574938,0.936487016285,fitb
zjets_norm2018fail,-0.71136022523,0.936348191235,fits
zjets_norm2018pass,0.16605774908,1.01446299004,fitb
zjets_norm2018pass,0.166028981334,1.01451376638,fits
